,W_n1,W_n2,X1,X2
0,1.99,1.67,0.28000435268763013,1.3110425763653015
1,1.98,1.66,0.28000498288221753,1.3110335570330411
2,1.97,1.65,0.28000562773680676,1.3110243288456005
3,1.96,1.64,0.2800062875919749,1.3110148869955696
4,1.95,1.63,0.2800069627961864,1.3110052265662238
5,1.94,1.62,0.280007653705981,1.3109953425290832
6,1.93,1.61,0.28000836068615453,1.3109852297414513
7,1.92,1.6,0.2800090841099534,1.3109748829439247
8,1.91,1.59,0.2800098243592658,1.3109642967577593
9,1.9,1.58,0.28001058182482375,1.3109534656822484
10,1.89,1.57,0.2800113569064022,1.3109423840920418
11,1.88,1.56,0.28001215001303176,1.3109310462344423
12,1.87,1.55,0.2800129615632083,1.3109194462265044
13,1.86,1.54,0.28001379198511245,1.3109075780523158
14,1.85,1.53,0.28001464171683177,1.310895435559929
15,1.84,1.52,0.2800155112065844,1.3108830124585178
16,1.83,1.51,0.2800164009129625,1.3108703023152546
17,1.82,1.5,0.2800173113051556,1.310857298552244
18,1.81,1.49,0.28001824286320653,1.3108439944433563
19,1.8,1.48,0.2800191960782542,1.310830383110996
20,1.79,1.47,0.280020171452788,1.310816457522846
21,1.78,1.46,0.28002116950091055,1.310802210488433
22,1.77,1.45,0.2800221907486033,1.3107876346557907
23,1.76,1.44,0.28002323573399623,1.310772722507904
24,1.75,1.43,0.28002430500765074,1.3107574663591814
25,1.74,1.42,0.2800253991328373,1.310741858351821
26,1.73,1.41,0.2800265186858341,1.3107258904520793
27,1.72,1.4,0.28002766425621956,1.310709554446533
28,1.71,1.39,0.2800288364471769,1.3106928419381945
29,1.7,1.38,0.28003003587580744,1.3106757443426138
30,1.69,1.37,0.2800312631734445,1.3106582528838646
31,1.68,1.36,0.2800325189859847,1.3106403585904642
32,1.67,1.35,0.28003380397421346,1.3106220522912309
33,1.66,1.34,0.28003511881414767,1.3106033246110127
34,1.65,1.33,0.2800364641973837,1.3105841659664195
35,1.64,1.32,0.2800378408314523,1.3105645665614118
36,1.63,1.31,0.2800392494401788,1.3105445163827834
37,1.62,1.3,0.2800406907640585,1.3105240051956477
38,1.61,1.29,0.28004216556063194,1.3105030225387522
39,1.6,1.28,0.2800436746048734,1.3104815577197646
40,1.59,1.27,0.28004521868959076,1.3104595998104585
41,1.58,1.26,0.28004679862582416,1.3104371376417585
42,1.57,1.25,0.2800484152432659,1.3104141597987933
43,1.56,1.24,0.28005006939067817,1.3103909529969524
44,1.55,1.23,0.2800517619363306,1.3103676761546614
45,1.54,1.22,0.28005349376843813,1.3103438653336583
46,1.53,1.21,0.28005526579561624,1.3103195084723258
