,W_n1,W_n2,X1,X2
0,1.98,0.38,0.6400412856176837,2.615518707011835
1,1.96,0.36,0.6400413983305333,2.615250896091877
2,1.94,0.34,0.6400415163462453,2.6149704761846175
3,1.92,0.32,0.6400416399138568,2.614676854399588
4,1.9,0.3,0.6400417692940544,2.614369410053183
5,1.88,0.28,0.6400419047597226,2.6140474933753772
6,1.86,0.26,0.6400420465964987,2.613710424157371
7,1.84,0.24,0.6400421951033761,2.61335749033754
8,1.82,0.22,0.6400423505933114,2.6129879465230417
9,1.8,0.2,0.6400425133938817,2.6126010124441605
10,1.78,0.18,0.6400426838479507,2.612195871338694
11,1.76,0.16,0.6400428623143826,2.611771668263123
12,1.74,0.14,0.6400430491687781,2.611327508327683
13,1.72,0.12,0.640043244804243,2.6108718334086682
14,1.7,0.1,0.6400434496322012,2.610398428782473
15,1.68,0.08,0.6400436640832319,2.6099027522122067
16,1.66,0.06,0.6400438886079521,2.6093837585817288
17,1.64,0.04,0.640044123677939,2.608840354046255
18,1.62,0.02,0.6400443697866862,2.6082713937954463
19,1.6,0.0,0.6400446274506094,2.6076756797174303
20,1.58,-0.02,0.6400448972100964,2.607051957959748
21,1.56,-0.04,0.6400451796306019,2.606398916382813
22,1.54,-0.06,0.640045475303783,2.6057151819017133
23,1.52,-0.08,0.6400457848487034,2.6049993177116093
24,1.5,-0.1,0.6400461089130678,2.6042650374357303
25,1.48,-0.12,0.6400464481745304,2.6035020225968895
26,1.46,-0.14,0.6400468033420438,2.602703155959623
27,1.44,-0.16,0.6400471751572752,2.601866761127736
28,1.42,-0.18,0.6400475643960845,2.600991084244784
29,1.4,-0.2,0.6400479718700585,2.6000742905087324
30,1.38,-0.22,0.6400483984281197,2.599114460537393
31,1.36,-0.24,0.6400488449581924,2.5981175859564747
32,1.34,-0.26,0.6400493123889486,2.597094527137018
33,1.32,-0.28,0.6400498016916265,2.5960234558825244
34,1.3,-0.3,0.6400503138819145,2.594902135118749
35,1.28,-0.32,0.6400508500219254,2.593728225278828
36,1.26,-0.34,0.6400514112222491,2.592499279761747
37,1.24,-0.36,0.6400519986440786,2.5912343325550893
38,1.22,-0.38,0.6400526135014384,2.5899244294658206
39,1.2,-0.4,0.6400532570634891,2.588553144848205
40,1.18,-0.42,0.6400539306569324,2.5871176307860724
41,1.16,-0.44,0.6400546356685022,2.5856149100414973
42,1.14,-0.46,0.6400553735475619,2.584084427914525
43,1.12,-0.48,0.6400561458087958,2.5824827356054247
44,1.1,-0.5,0.6400569540350066,2.5808061138922676
45,1.08,-0.52,0.6400577998800158,2.579055155676104
46,1.06,-0.54,0.6400586850716721,2.577268116791715
47,1.04,-0.56,0.6400596114149721,2.575397557569912
48,1.02,-0.58,0.6400605807952939,2.5734396312167993
49,1.0,-0.6,0.6400615951817381,2.571428547700819
50,0.98,-0.62,0.6400626566305991,2.5693417524656215
51,0.96,-0.64,0.6400637672889407,2.5671576150071194
52,0.8,-0.78,0.6399365633709545,2.5401923378527744
53,0.78,-0.8,0.6399383939854474,2.537326028114208
54,0.76,-0.82,0.6399403086586586,2.5343286152518387
55,0.74,-0.84,0.6399423111427085,2.531273995319513
56,0.72,-0.86,0.6399444053469663,2.528077759759173
57,0.7,-0.88,0.6399465953436616,2.5248205397669574
58,0.68,-0.9,0.6399488853736047,2.5214196321768565
59,0.66,-0.92,0.6399512798519928,2.5179510022236973
60,0.64,-0.94,0.6399537833743075,2.5143453450904136
61,0.62,-0.96,0.6399564007222834,2.5106495002733613
62,0.6,-0.98,0.6399591368699372,2.506836491760382
63,0.58,-1.0,0.6399619969896345,2.502898885245152
64,0.56,-1.02,0.6399649864581921,2.4988754688058594
65,0.54,-1.04,0.6399681108629783,2.494715432298293
66,0.52,-1.06,0.6399713760080031,2.4904433553871566
67,0.5,-1.08,0.6399747879199589,2.4860703302371525
68,0.48,-1.1,0.6399783528542007,2.4815639069502984
69,0.46,-1.12,0.6399820773006221,2.476929658688194
70,0.44,-1.14,0.6399859679893953,2.4722066612157576
71,0.42,-1.16,0.63999003189654,2.4673529233377502
72,0.4,-1.18,0.6399942762492828,2.462370404235091
73,0.38,-1.2,0.6399987085311524,2.457260968819312
74,0.36,-1.22,0.6400031747717004,2.452048421857902
75,0.34,-1.24,0.6400077722298297,2.4467180741798766
76,0.32,-1.26,0.6400125713802054,2.4412625387695877
77,0.3,-1.28,0.6400175803612904,2.435683400765755
78,0.28,-1.3,0.6400228075742146,2.429982165353037
79,0.26,-1.32,0.6400282616850111,2.4241602608383856
80,0.24,-1.34,0.6400339516261834,2.418219041560997
81,0.22,-1.36,0.6400398865975153,2.412159790623865
82,0.2,-1.38,0.6400460760660522,2.405983722436807
83,0.18,-1.4,0.6400525297651601,2.3996919850627756
84,0.16,-1.42,0.6400592576925469,2.3932856623613907
