,W_n1,W_n2,X1,X2
0,1.98,-0.08,0.7200332692723544,2.9360835208729235
1,1.98,-0.06,0.7199834217870047,2.927332632173568
2,1.98,-0.04,0.7199292725421267,2.9185058968546995
3,1.96,-0.1,0.7200333094820417,2.9353274744777167
4,1.96,-0.08,0.7199834662718602,2.926600537315874
5,1.96,-0.06,0.7199293190861514,2.917796977991828
6,1.94,-0.12,0.7200333515834613,2.934535879872425
7,1.94,-0.1,0.7199835128495798,2.925834017472682
8,1.94,-0.08,0.7199293678199195,2.91705472137864
9,1.92,-0.14,0.7200333956654498,2.93370707250747
10,1.92,-0.12,0.7199835616184486,2.925031460136217
11,1.92,-0.1,0.719929418846262,2.9162775649472006
12,1.9,-0.16,0.7200334418210008,2.9328393107027906
13,1.9,-0.14,0.7199836126813446,2.9241911780033556
14,1.9,-0.12,0.7199294722728252,2.9154804347153407
15,1.88,-0.18,0.7200334901474569,2.9319307721598453
16,1.88,-0.16,0.7199836661459625,2.923311405584951
17,1.88,-0.14,0.7199295282122848,2.914654798082359
18,1.86,-0.2,0.7200335407467108,2.9309795503232623
19,1.86,-0.18,0.7199837221250279,2.9224152802374026
20,1.86,-0.16,0.7199295867825853,2.9137903413201243
21,1.84,-0.22,0.7200335937254208,2.9299964882718017
22,1.84,-0.2,0.7199837807365386,2.921480634001049
23,1.84,-0.18,0.7199296481071882,2.9128852473267424
24,1.82,-0.24,0.7200336491952221,2.9289859528770523
25,1.82,-0.22,0.7199838421040013,2.920502065652833
26,1.82,-0.2,0.7199297123153157,2.9119376149181884
27,1.8,-0.26,0.7200337072729666,2.927927947869739
28,1.8,-0.24,0.7199839063566892,2.9194775224085565
29,1.8,-0.22,0.7199297795422279,2.9109454550393057
30,1.78,-0.28,0.7200337680809593,2.9268202572472135
31,1.78,-0.26,0.7199839736299144,2.9184048568452456
32,1.78,-0.24,0.7199298499294975,2.909906686812386
33,1.76,-0.3,0.7200338317472116,2.9256605631269252
34,1.76,-0.28,0.7199840440652961,2.9172818226662383
