,W_n1,W_n2,X1,X2
0,1.98,0.2,0.6799895981693612,2.7552724158123474
1,1.96,0.18,0.6799896778377603,2.754855507475096
2,1.94,0.16,0.6799897612543252,2.75441897737924
3,1.92,0.14,0.6799898485950765,2.7539630230480094
4,1.9,0.12,0.6799899400442694,2.753498497869836
5,1.88,0.1,0.6799900357947779,2.7530121082994947
6,1.86,0.08,0.6799901360484927,2.7525028273610768
7,1.84,0.06,0.6799902410167407,2.7519695801030144
8,1.82,0.04,0.6799903509207209,2.7514112413875456
9,1.8,0.02,0.6799904659919606,2.7508266335815508
10,1.78,0.0,0.6799905864727972,2.7502145241447415
11,1.76,-0.02,0.6799907126168716,2.7495736231110306
12,1.74,-0.04,0.6799908446896552,2.7489025804585756
13,1.72,-0.06,0.6799909829689929,2.748199983363937
14,1.7,-0.08,0.679991127745671,2.747464353335753
15,1.68,-0.1,0.6799912793240185,2.746708939343657
16,1.66,-0.12,0.6799914380225232,2.7459261025081427
17,1.64,-0.14,0.6799916041744861,2.7451064612194047
18,1.62,-0.16,0.6799917781286974,2.7442482927185834
19,1.6,-0.18,0.6799919602501481,2.7433497945011203
20,1.58,-0.2,0.6799921509207701,2.742409080718905
21,1.56,-0.22,0.6799923505402065,2.7414241784280655
22,1.54,-0.24,0.6799925595266245,2.7403932269610096
23,1.52,-0.26,0.6799927783175539,2.7393451033547924
24,1.5,-0.28,0.6799930073707683,2.738247754169239
25,1.48,-0.3,0.6799932471652018,2.737098882833309
26,1.46,-0.32,0.6799934982019117,2.735896087346457
27,1.44,-0.34,0.6799937610050708,2.734636855595839
28,1.42,-0.36,0.6799940361230128,2.733326729035256
29,1.4,-0.38,0.6799943241293234,2.7319866531687067
30,1.38,-0.4,0.6799946256239637,2.730583724484484
31,1.36,-0.42,0.6799949412344606,2.729115022493444
32,1.34,-0.44,0.6799952716171348,2.727577493823456
33,1.32,-0.46,0.6799956174583791,2.7259920028115188
34,1.3,-0.48,0.6799959794760013,2.7243557698732235
35,1.28,-0.5,0.6799963584206098,2.7226429107484127
36,1.26,-0.52,0.6799967550770646,2.720849880324771
37,1.24,-0.54,0.6799971702659814,2.71900256163205
38,1.22,-0.56,0.6799976048453069,2.7170944525461973
39,1.2,-0.58,0.6799980597119406,2.715097118295866
40,1.18,-0.6,0.6799985358034354,2.713012006524328
41,1.16,-0.62,0.6799990340997624,2.7108865092076604
42,1.14,-0.64,0.6799995556251368,2.7086617402595525
43,1.12,-0.66,0.6800000962398469,2.706335054801769
44,1.1,-0.68,0.6800006381457308,2.703967591326443
45,1.08,-0.7,0.680001205272825,2.7014897183532742
46,1.06,-0.72,0.6800017987793845,2.698916462636417
47,1.04,-0.74,0.6800024198753648,2.6962797792871576
48,1.02,-0.76,0.6800030698245845,2.6935203496166253
49,1.0,-0.78,0.6800037499469661,2.6906942289542304
50,0.98,-0.8,0.6800044616208587,2.6877581422181818
51,0.96,-0.82,0.6800052062854307,2.684722942637712
52,0.94,-0.84,0.6800059854431528,2.6815989996094003
53,0.92,-0.86,0.6800068006623555,2.6783547329850657
54,0.9,-0.88,0.6800076535798678,2.6750310685460184
55,0.88,-0.9,0.6800085459037449,2.6715773189781427
56,0.86,-0.92,0.6800094794160683,2.6680413723983243
57,0.84,-0.94,0.6800104559758348,2.664377295666372
58,0.82,-0.96,0.6800114775219218,2.660615779239143
59,0.8,-0.98,0.6800125460761383,2.656740103608025
60,0.78,-1.0,0.6800136637463473,2.652738968778276
61,0.76,-1.02,0.68001483272967,2.6486499965506183
62,0.74,-1.04,0.6800160553157603,2.644416919716507
63,0.72,-1.06,0.6800173338901561,2.640090005523167
64,0.7,-1.08,0.680018670937691,2.6356433628111784
65,0.68,-1.1,0.6800200690459673,2.6310574357302348
66,0.66,-1.12,0.6800215309088959,2.6263789399897837
67,0.64,-1.14,0.6800230593302778,2.6215782085111066
68,0.62,-1.16,0.6800246572274264,2.616642410990902
69,0.6,-1.18,0.6800263276348387,2.61158479297292
70,0.6,-1.16,0.679932719918687,2.60677494073177
71,0.58,-1.2,0.6800280737078702,2.6064320279433297
72,0.58,-1.18,0.679934644513474,2.6017154596598875
73,0.56,-1.22,0.6800298987264464,2.6011478614972496
74,0.56,-1.2,0.679936656127158,2.5965243402998923
75,0.54,-1.24,0.6800318060987579,2.5957346603755815
76,0.54,-1.22,0.6799387585166428,2.591215462538947
77,0.52,-1.26,0.6800337993649567,2.5901946910284805
78,0.52,-1.24,0.6799409555843065,2.5858065079740906
79,0.5,-1.28,0.6800358822008141,2.5845451110900735
80,0.5,-1.26,0.6799432513820476,2.580269181967278
81,0.48,-1.3,0.6800380584213449,2.578786585693
82,0.48,-1.28,0.6799456501152726,2.5746056848567616
83,0.46,-1.32,0.6800403319843578,2.572904039444911
84,0.46,-1.3,0.6799481561468174,2.568818123618597
85,0.44,-1.34,0.6800427069939273,2.5668994519819233
86,0.44,-1.32,0.6799507740007762,2.562908515701112
87,0.42,-1.36,0.6800451877037588,2.5607747185342618
88,0.42,-1.34,0.6799535083662122,2.5568810114365945
89,0.4,-1.38,0.6800477785204143,2.554531653295037
90,0.4,-1.36,0.6799563641007201,2.5507513505949393
91,0.38,-1.4,0.6800504840063829,2.548171992593053
92,0.38,-1.38,0.6799593462338133,2.544501868421661
93,0.36,-1.42,0.6800533088829578,2.5416973978624937
94,0.36,-1.4,0.6799624599700967,2.538134323891367
95,0.34,-1.44,0.6800562580328858,2.535109458404383
96,0.34,-1.42,0.6799657106921954,2.5316503997013444
97,0.32,-1.46,0.680059336502763,2.5284096939368923
