,W_n1,W_n2,X1,X2
0,1.2,0.75,0.3996119837926987,1.7610039413594012
1,1.15,0.7,0.39963060302851094,1.7607669051657004
2,1.1,0.65,0.3996514728945957,1.7605010867997173
3,1.05,0.6,0.3996748625495839,1.7602030101086752
4,1.0,0.55,0.3997010725991497,1.7598715583416984
5,0.95,0.5,0.3997304385793586,1.7595047440212719
6,0.9,0.45,0.39976333477648895,1.7590934992364315
7,0.85,0.4,0.39980017840268167,1.7586324854689377
8,0.8,0.35,0.3998414341439973,1.7581157333873514
9,0.75,0.3,0.3998876190932099,1.7575365708405986
10,0.7,0.25,0.39993930807356,1.756887543196531
11,0.65,0.2,0.3999971393512016,1.7561603253204425
12,0.6,0.15,0.4000600228782206,1.7553592204927717
13,0.55,0.1,0.40013023539867215,1.7544655813882244
14,0.5,0.05,0.4002087014918464,1.7534647357401876
15,0.45,0.0,0.40029634961777844,1.7523440484607156
16,0.4,-0.05,0.40039420219825783,1.7511080560874952
17,-0.2,-0.6,0.399654459930084,1.7093028103604084
18,-0.25,-0.65,0.40006337310067436,1.7050821261138227
19,-0.55,-0.9,0.40017438895491614,1.6603269566919203
20,-1.0,-1.2,0.4001285346045476,1.5455418465036186
21,-1.1,-1.25,0.4000018178378416,1.5105851467472031
22,-1.2,-1.3,0.4002492094613524,1.4730700959436178
23,-1.35,-1.35,0.39967964449787713,1.4073408736059485
24,-1.5,-1.4,0.3998900272940617,1.3350244124092958
25,-1.7,-1.45,0.4001122136424864,1.2235292400565578
