,-2.0,-1.95,-1.9,-1.85,-1.8,-1.75,-1.7,-1.65,-1.6,-1.55,-1.5,-1.45,-1.4,-1.35,-1.3,-1.25,-1.2,-1.15,-1.1,-1.05,-1.0,-0.95,-0.9,-0.85,-0.8,-0.75,-0.7,-0.65,-0.6,-0.55,-0.5,-0.45,-0.4,-0.35,-0.3,-0.25,-0.2,-0.15,-0.1,-0.05,0.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1.0,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.4,1.45,1.5,1.55,1.6,1.65,1.7,1.75,1.8,1.85,1.9,1.95
1.95,-1.4803003266829857,-1.4803187659585344,-1.4803394546153616,-1.4803626669768972,-1.4803887108021585,-1.4804179313559427,-1.4804507159731728,-1.480487499177058,-1.4805287684178388,-1.4805750705067926,-1.4806270188290855,-1.4806853014288492,-1.4807506900708922,-1.4808240503956076,-1.4809063532972526,-1.48099868767073,-1.4811022746886993,-1.481218483789187,-1.4813488505741121,-1.4814950968414204,-1.4816591529978276,-1.4818431831257475,-1.4820496130066827,-1.482281161434248,-1.4825408751828086,-1.4828321680320202,-1.4831588642826565,-1.4835252472335339,-1.4839501582467478,-1.4844282714748713,-1.4849642472057742,-1.485565015738742,-1.4862383157035375,-1.4869927808897412,-1.4878380332144425,-1.4888173972898846,-1.489920691952319,-1.491155028985948,-1.4925409509380017,-1.4941478208127366,-1.4959400094326527,-1.4979867561491949,-1.5003011043516585,-1.5029393278867629,-1.5058955928848918,-1.5092411843631046,-1.5129330592425758,-1.5168201253621791,-1.5204679494926696,-1.5228735036310859,-1.5227332867476964,-1.5195310807696976,-1.5141863236869724,-1.5077350489462393,-1.5007622412949162,-1.493531001219826,-1.486138604612474,-1.4786172000955082,-1.4709527855147047,-1.4631473271707423,-1.4551979642627713,-1.4470479099351183,-1.4387164765941924,-1.4301587697629756,-1.4213890301964351,-1.412376346420956,-1.4030957534853927,-1.3935445149331334,-1.383709102848976,-1.3735615617017856,-1.3631181627906876,-1.352380654548396,-1.341438072236551,-1.3302745437964356,-1.318913737746882,-1.3073589796815224,-1.2956078145911132,-1.2837279582805516,-1.2716767891901644,-1.2595411024368297
1.9,-1.4802021999566857,-1.4802227833660848,-1.4802458775240115,-1.4802717885788297,-1.480300859980352,-1.4803334770171972,-1.480370071904117,-1.4804111294854336,-1.4804571936285713,-1.4805088743903205,-1.4805668560482272,-1.480631906100189,-1.4807048853473166,-1.4807867591882986,-1.4808786102681328,-1.4809816526401405,-1.4810972476178892,-1.481226921512971,-1.481372385475674,-1.481535557678415,-1.481718588106308,-1.4819238862453123,-1.4821541519857053,-1.4824124100865594,-1.4827020485746174,-1.4830268614768143,-1.4833910963073293,-1.4838078094100526,-1.484283021988368,-1.4848156663249645,-1.485412596536535,-1.4860814578361132,-1.486830768258686,-1.4876700045949012,-1.4886346104570276,-1.4897293072950586,-1.4909534200751606,-1.4923213412657794,-1.4939085923053281,-1.4956819720954757,-1.497691588918781,-1.4999754500500364,-1.5025556779134597,-1.5054421145814325,-1.508706342988943,-1.5122621099085158,-1.515960755752627,-1.519363284783399,-1.521616282095235,-1.5214584878594053,-1.5184730610792105,-1.5133578397320835,-1.5071303258782134,-1.5003080336054027,-1.4931789354694223,-1.4858577283292402,-1.4783874645967612,-1.4707608317750456,-1.4629900155677746,-1.4550616609595406,-1.4469282465292346,-1.4386134031275406,-1.4300682998651701,-1.4213073010141135,-1.4123034792847053,-1.4030301444891713,-1.393484971357513,-1.3836546266814929,-1.373511380919564,-1.3630725252456826,-1.3523379607361234,-1.3413988084286013,-1.3302378532615555,-1.3188793898901374,-1.3073266385105784,-1.29557720301228,-1.2836990089912184,-1.2716491018651783,-1.2595145828470065,-1.2472593385822317
1.85,-1.4800919191510054,-1.4801148815593594,-1.4801406446305518,-1.4801695497922378,-1.4802019800532957,-1.4802383650568618,-1.480279186744519,-1.4803249857048009,-1.4803763682877196,-1.480434014576479,-1.480498687318112,-1.4805712419263368,-1.4806526376828422,-1.4807439502772497,-1.4808463858415686,-1.4809612966518055,-1.481090198687783,-1.481234791262026,-1.481396978949721,-1.4815788960740817,-1.481782934024632,-1.482011771709287,-1.4822684094638423,-1.4825562067629665,-1.4828789240927869,-1.4832407693529426,-1.4836483055600347,-1.4841202928064667,-1.4846492342848423,-1.4852419001226365,-1.4859058327064658,-1.4866494228928304,-1.4874819883709618,-1.4884301381676783,-1.4895153172906825,-1.490728126967109,-1.4920825073716586,-1.4936416366857728,-1.4953943450543377,-1.4973629653396616,-1.4996135618467792,-1.5021302772854965,-1.5049595475743687,-1.5081180783961197,-1.51152900866008,-1.5150306125347226,-1.5182331657456765,-1.5202854470205616,-1.5201059945129625,-1.5173353723047471,-1.5124919744969862,-1.5064640573794568,-1.4998044110126487,-1.492787033165437,-1.4855442955665652,-1.4781306870601303,-1.470546051504344,-1.4628138599235878,-1.4549089518473974,-1.4467941308399457,-1.4384978482007065,-1.4299673869999219,-1.42121564316454,-1.4122217507261026,-1.4029565504750752,-1.393418176720467,-1.38359351364445,-1.3734550845767224,-1.3630213243057632,-1.3522900614808808,-1.341354756660731,-1.330196688125872,-1.3188408528471693,-1.3072903527250028,-1.2955428576829495,-1.2836665286783426,-1.2716182972652614,-1.259484828650882,-1.2472306554616657,-1.234884965817597
1.8,-1.479967956477265,-1.479993554737236,-1.480022274758833,-1.4800544970132417,-1.480090648281226,-1.4801312072737203,-1.480176710930348,-1.480227761476483,-1.4802850343287712,-1.48034928694925,-1.4804213687595218,-1.4805022322388666,-1.4805929453437614,-1.4806947054011221,-1.4808088546436513,-1.4809368975729633,-1.4810805203545563,-1.4812416124680783,-1.481422290856253,-1.4816249268358668,-1.4818521760533738,-1.4821070117847515,-1.4823927618919763,-1.4827131497538746,-1.4830723394820748,-1.4834749857057439,-1.4839380100674888,-1.4844628402122428,-1.4850507736261678,-1.485709239751624,-1.4864464900382992,-1.4872716681962164,-1.4882014807574346,-1.4892761393584113,-1.4904764731865918,-1.4918159349734506,-1.493343904081815,-1.495073941848255,-1.4969973642410053,-1.4992117616010265,-1.501659064044387,-1.5044270088064966,-1.5074719341444818,-1.5107291439011175,-1.5140570126311972,-1.517058571006213,-1.5189107079787751,-1.5187579981998631,-1.5161336810314072,-1.5115739912647141,-1.5057310314709493,-1.4992466118811307,-1.4923511384805817,-1.4851947374597425,-1.4778438069541548,-1.4703095226187581,-1.462616648360906,-1.4547378918339768,-1.4466438370583266,-1.4383683130978422,-1.4298542392546905,-1.4211128563744846,-1.4121300871096965,-1.4028740023896789,-1.393343249953348,-1.3835249565531949,-1.3733919283761558,-1.3629638824839654,-1.3522363226534675,-1.3413053334761238,-1.3301505030059702,-1.3187976159481274,-1.3072496414239643,-1.2955043233853503,-1.283630086834322,-1.2715839093982364,-1.2594514454964925,-1.2471984741171944,-1.23485376240131,-1.2224337251257773
1.75,-1.47982858695034,-1.4798571009621946,-1.4798890917678393,-1.4799249829650027,-1.4799652496724076,-1.4800104247728363,-1.48006110590649,-1.4801179633031356,-1.4801817485514677,-1.480253304415083,-1.480333575816428,-1.4804236221231055,-1.480524630885061,-1.4806379331863182,-1.4807650207910485,-1.4809075652806791,-1.4810674393961125,-1.4812467408165024,-1.4814478186226843,-1.4816733027079452,-1.4819261364098248,-1.482209612641101,-1.4825274137921503,-1.4828836556540972,-1.4832829355630879,-1.4837338605801598,-1.4842541312570217,-1.484836819301297,-1.4854892303859664,-1.4862194635371129,-1.4870364727455703,-1.4879509429935731,-1.4890089147241967,-1.4901955022866646,-1.491518558688107,-1.4930120426389974,-1.4947172738249943,-1.4966055460519705,-1.4987660616032996,-1.5011472191032345,-1.5038400526139726,-1.506763189083235,-1.5098763083354036,-1.513040470286265,-1.5158049657495074,-1.5175245862808382,-1.517348164295336,-1.5149146693097097,-1.5105757985913417,-1.504971822459757,-1.4986295278309898,-1.491866734416552,-1.4848051391105241,-1.4775234456226154,-1.4700514425826332,-1.4623959204003771,-1.454546312485486,-1.4464792373481286,-1.4382231223290083,-1.4297273837127118,-1.4209975967625277,-1.4120272857405247,-1.4027814142845336,-1.3932592034284035,-1.383448050409024,-1.3733210776956297,-1.3628994399756063,-1.352176033015348,-1.3412498844222733,-1.330098686127,-1.3187491063380326,-1.307203965135759,-1.2954610894529064,-1.2835892005102885,-1.2715453275398612,-1.25941399099847,-1.2471623681268331,-1.234818753756184,-1.222399603831145,-1.209923950360516
1.7,-1.4796718618536184,-1.479703595376084,-1.4797391974811824,-1.4797791392975568,-1.4798239492023761,-1.4798742197441512,-1.4799306153936733,-1.4799938812196187,-1.4800648525959599,-1.4801444660597627,-1.4802337714504175,-1.4803339454746447,-1.4804463068558138,-1.4805723332409677,-1.4807136800541865,-1.4808722015002476,-1.4810499739370817,-1.4812493218485328,-1.4814728466587086,-1.4817234586336472,-1.4820044121117113,-1.482319344286098,-1.482672317723465,-1.4830678667303463,-1.4835110475557345,-1.4840204864221906,-1.4845973684514229,-1.485243082069081,-1.4859655601072634,-1.4867735503019164,-1.4876774769557106,-1.4887104824873867,-1.489881952752945,-1.4911870060677228,-1.4926423744636814,-1.4943205282318994,-1.4961756459071986,-1.498272147291328,-1.5006000975628013,-1.5031939383525044,-1.5059868453331418,-1.5089836526133005,-1.5119452131781126,-1.514496743166844,-1.5160569827362695,-1.515852839844346,-1.513608129699996,-1.5094920812265933,-1.50414119395638,-1.4979748224047664,-1.4913289244315773,-1.4843712151823658,-1.4771695362230772,-1.4697629554244376,-1.4621489416097349,-1.454331798125859,-1.4462966121140146,-1.4380604035654911,-1.4295851727719686,-1.4208683600310232,-1.411911999607974,-1.4026775693950024,-1.3931649301982778,-1.3833617806373433,-1.3732415966925375,-1.362827144703482,-1.3521083948780752,-1.341187675439347,-1.3300405512615878,-1.3186946814221603,-1.3071527186981646,-1.2954125830281735,-1.2835433279406077,-1.2715020404532695,-1.2593719688990614,-1.2471218591472317,-1.2347794761330717,-1.2223613219823934,-1.2098868254750286,-1.1973517432498166
1.65,-1.4794955784464732,-1.4795308595463508,-1.4795704406190067,-1.4796148450434161,-1.4796646597206156,-1.4797205427348843,-1.4797832319258095,-1.4798535544758533,-1.4799324376290284,-1.4800209206680113,-1.4801201682895413,-1.4802314855310417,-1.4803563344148882,-1.4804963524902746,-1.4806533734656016,-1.480829450135979,-1.4810268798194592,-1.4812482325202616,-1.481496382034776,-1.4817745402024856,-1.48208629447321,-1.4824356489052692,-1.482827068612554,-1.4832655275211797,-1.483758987829392,-1.4843294528728554,-1.484967769993016,-1.4856816913609303,-1.486479741222046,-1.487372062412072,-1.4883773517751009,-1.4895322312310968,-1.4908175722555428,-1.4922454663280065,-1.4938795453682046,-1.4956987320058692,-1.4977253593141637,-1.4999963616399368,-1.5024836171747333,-1.505176935929347,-1.5080145557366564,-1.5107662278321587,-1.5131626234666926,-1.5145590166513518,-1.5143743034625752,-1.5122213305183718,-1.5083605518209524,-1.5032312763668452,-1.4972629506371624,-1.4907596832961976,-1.4839030950721321,-1.476787442232396,-1.4694406124519395,-1.4618726762486363,-1.4540916597810887,-1.4460920501476158,-1.4378780654872512,-1.4294257640814405,-1.4207234627834544,-1.4117827203900877,-1.4025611046065183,-1.3930591897396776,-1.3832650099346893,-1.3731540734113457,-1.3627460411712122,-1.3520325136415576,-1.3411178832103108,-1.3299753286957459,-1.3186336203970108,-1.3070952232781523,-1.295358161506005,-1.2834918613939656,-1.2714534746529944,-1.2593248225239277,-1.2470764106066154,-1.2347354093422807,-1.2223183726570703,-1.2098451744808059,-1.1973101032509281,-1.1847639706120754
1.6,-1.4792972453653337,-1.4793364263652793,-1.4793803811220667,-1.4794296902809836,-1.4794850048532673,-1.4795470546739888,-1.4796166578576089,-1.4796947313634634,-1.479782302794573,-1.4798805235646546,-1.4799906835802532,-1.4801142275968726,-1.480252773419648,-1.4804081321296547,-1.4805823305254249,-1.4807776359741531,-1.4809965838662251,-1.4812420078569046,-1.4815170730556133,-1.4818253122791933,-1.4821706654105424,-1.4825575217823557,-1.4829907653133534,-1.4834758218241662,-1.4840297736049126,-1.4846599361933346,-1.4853644333839884,-1.4861515481243992,-1.4870311205247093,-1.4880125622082898,-1.4891423839602873,-1.4904061931193684,-1.4918083742650918,-1.4933897946326664,-1.4951701604147858,-1.4971206745579804,-1.499330944824088,-1.5017037163139648,-1.5043001622848493,-1.5069637504379094,-1.5095592773377304,-1.511741303026131,-1.5130211552793107,-1.5128064916701982,-1.5108213744370094,-1.5071678916404647,-1.5022360417825362,-1.4964782944744197,-1.4901312305735603,-1.4833903663871777,-1.4763614322286953,-1.4690806045964124,-1.4615637578727079,-1.4538229068634005,-1.4458629614104086,-1.437673773369324,-1.4292470983317842,-1.42056102178039,-1.4116377595362426,-1.4024304931322424,-1.3929405920332554,-1.383156463565735,-1.3730561341681318,-1.3626550579854761,-1.3519487263133945,-1.341039584350382,-1.329902155105373,-1.3185651147594308,-1.307030717426985,-1.2952971040616426,-1.2834341191621197,-1.2713989868427613,-1.2592719274423174,-1.2470254206356213,-1.2346859699023016,-1.222270187271069,-1.2097984460943867,-1.1972633877529588,-1.184718174997563,-1.1721030401177217
1.55,-1.479081423078632,-1.4791233730698339,-1.479170432848452,-1.479223223577883,-1.4792824416027541,-1.479351082796846,-1.4794282599212796,-1.4795148221840844,-1.4796119063313906,-1.4797207855686687,-1.4798428856016614,-1.4799798024643323,-1.4801333223022144,-1.4803054432847014,-1.4804983998202985,-1.4807146892423058,-1.4809571011149099,-1.4812287492760543,-1.4815331066756445,-1.481874042973878,-1.4822558647171291,-1.4826833576808691,-1.4831618306191419,-1.483697159123237,-1.4843158558591738,-1.4850099936696446,-1.485785103608703,-1.486650701566543,-1.4876158012366432,-1.4887080662438104,-1.4899484166845225,-1.4913226762131488,-1.4928463491938029,-1.4945849068654073,-1.4964835769460259,-1.4985984277517885,-1.5008856934097041,-1.503344341863511,-1.5058448541637937,-1.5082783992583986,-1.5102688574155845,-1.511391911384755,-1.511187821223198,-1.5093245376219018,-1.5058784893941506,-1.5011794208351688,-1.4956146059845028,-1.489435588579268,-1.482820613765671,-1.4758867712711417,-1.4686787313767498,-1.4612184578843683,-1.4535222165028352,-1.4456064609978152,-1.4374449222300734,-1.4290468747084866,-1.4203789309335062,-1.4114752272299942,-1.4022840252104474,-1.3928075797966535,-1.3830347129353195,-1.3729462724016708,-1.362552993891712,-1.3518550304856498,-1.340951743297943,-1.3298200622141712,-1.3184882576706478,-1.3069583470542492,-1.2952295301550896,-1.2833693365771492,-1.27133785544042,-1.2592125832459964,-1.2469682141452751,-1.2346305033653584,-1.2222161281039479,-1.209746022019121,-1.1972109788334293,-1.1846667986710526,-1.1720511403749243,-1.1594500707036177
