,W_n1,W_n2,X1-X2,X1,X2
0,0.6,1.95,-0.5997004749765262,0.05087037744702863,0.6505708524235548
1,0.55,1.9,-0.5987515581134755,0.05177979425247692,0.6505313523659524
2,0.5,1.85,-0.5977541419402026,0.05273287874611851,0.6504870206863211
3,0.45,1.8,-0.5966847015865101,0.05375256318192437,0.6504372647684344
4,0.4,1.7,-0.6047842067139011,0.06113963359815743,0.6659238403120585
5,0.4,1.75,-0.5955622554706337,0.054819163424202004,0.6503814188948357
6,0.35,1.65,-0.603764149756735,0.062094267862798445,0.6658584176195335
7,0.3,1.6,-0.6026862643000891,0.06309871576657264,0.6657849800666618
8,0.25,1.55,-0.6015205300410885,0.06418201138539671,0.6657025414264852
9,0.2,1.5,-0.6002879875727232,0.06532200543845797,0.6656099930111812
10,0.15,1.45,-0.598969625422779,0.06653646276377594,0.6655060881865549
11,0.1,1.4,-0.5975657894205634,0.06782363543888315,0.6653894248594465
12,0.05,1.35,-0.5960860875939554,0.06917233806224346,0.6652584256561989
13,0.0,1.25,-0.6038929710937815,0.0763319922783696,0.6802249633721511
14,-0.05,1.2,-0.6023437900955587,0.07770597837043906,0.6800497684659977
15,-0.1,1.15,-0.6006981729328007,0.07915651880314095,0.6798546917359417
16,-0.15,1.1,-0.5989431686258254,0.0806930227509516,0.679636191376777
17,-0.2,1.05,-0.5970760112628455,0.08231468045159046,0.679390691714436
18,-0.25,0.95,-0.6041231674383899,0.08964156271245562,0.6937647301508455
19,-0.25,1.0,-0.595093847356533,0.08402096496237174,0.6791148123189048
20,-0.3,0.9,-0.6021017111362301,0.09133667753538688,0.693438388671617
21,-0.35,0.85,-0.5999454061731355,0.09312610877904354,0.6930715149521791
22,-0.4,0.8,-0.5976488886320779,0.0950100954230997,0.6926589840551776
23,-0.45,0.7,-0.6037232840647753,0.10261451067391716,0.7063377947386924
24,-0.45,0.75,-0.5952058638550377,0.09698913752118471,0.6921950013762224
25,-0.5,0.65,-0.6011654090993314,0.10462316023348801,0.7057885693328194
26,-0.55,0.6,-0.5984400781604936,0.10673475334844078,0.7051748315089343
27,-0.6,0.5,-0.6034450149577082,0.11463286287130361,0.7180778778290118
28,-0.6,0.55,-0.5955332600192376,0.10895059542925624,0.7044838554484938
29,-0.65,0.45,-0.6003598821670738,0.11690078776767632,0.7172606699347501
30,-0.7,0.35,-0.6043396688679981,0.12503786081455892,0.729377529682557
