,W_n1,W_n2,X1-X2,X1,X2
0,1.95,1.45,-0.6003708065391309,0.19821367685546915,0.7985844833946
1,1.9,1.4,-0.6003450428802493,0.1982149010061185,0.7985599438863678
2,1.85,1.35,-0.6003161360782951,0.1982162742752765,0.7985324103535716
3,1.8,1.3,-0.6002837027418728,0.19821781479339712,0.79850151753527
4,1.75,1.25,-0.6002473127329202,0.19821954288645544,0.7984668556193756
5,1.7,1.2,-0.6002064834718771,0.19822148133952644,0.7984279648114035
6,1.65,1.15,-0.6001606735499534,0.19822365569141476,0.7983843292413682
7,1.6,1.1,-0.6001092755655579,0.19822609456383938,0.7983353701293973
8,1.55,1.05,-0.60005160809018,0.19822883002902866,0.7982804381192087
9,1.5,1.0,-0.5999869066591059,0.1982318980199706,0.7982188046790765
10,1.45,0.95,-0.5999143136688598,0.19823533878795574,0.7981496524568156
11,1.4,0.9,-0.5998328670501801,0.1982391974124755,0.7980720644626557
12,1.35,0.85,-0.5997418048033581,0.19824352436898984,0.797985329172348
13,1.3,0.8,-0.5996413485974722,0.19824837616051091,0.7978897247579831
14,1.25,0.75,-0.5995286419384631,0.19825381601940847,0.7977824579578716
15,1.2,0.7,-0.5994021919416919,0.19825991468627815,0.79766210662797
16,1.15,0.65,-0.5992603240810747,0.19826675127310847,0.7975270753541831
17,1.1,0.6,-0.5991011601698372,0.198274414218346,0.7973755743881832
18,1.05,0.55,-0.5989225936955256,0.1982830023416968,0.7972055960372224
19,1.0,0.5,-0.5987222621984041,0.1982926260066642,0.7970148882050683
20,0.95,0.45,-0.5984975163478312,0.19830340839875424,0.7968009247465855
21,0.9,0.4,-0.5982453853334052,0.1983154869270132,0.7965608722604184
22,0.85,0.35,-0.5979625381465518,0.19832901475593723,0.796291552902489
23,0.8,0.25,-0.604821323557919,0.19958156107566008,0.804402884633579
24,0.8,0.3,-0.5976454633122597,0.19834416247377143,0.795989625786031
25,0.75,0.2,-0.6044354874857052,0.19959743398599114,0.8040329214716964
26,0.75,0.25,-0.5972966572639344,0.19836111990163563,0.7956577771655701
27,0.7,0.15,-0.604010765048848,0.19961519749997345,0.8036259625488215
28,0.7,0.2,-0.5969053787768578,0.19838009804563375,0.7952854768224915
29,0.65,0.1,-0.6035351439025489,0.19963507059350186,0.8031702144960507
30,0.65,0.15,-0.5964664708501842,0.19840133119096628,0.7948678020411505
31,0.6,0.05,-0.6030016750577899,0.19965729602809856,0.8026589710858885
32,0.6,0.1,-0.5959741546586969,0.19842507913283944,0.7943992337915363
33,0.55,0.0,-0.6024033539814837,0.19968214253337263,0.8020854965148563
34,0.55,0.05,-0.5954246010889794,0.1984516295334069,0.7938762306223863
35,0.5,-0.05,-0.6017440373507296,0.1997099070851002,0.8014539444358297
36,0.45,-0.1,-0.6010066423838931,0.19974091725249057,0.8007475596363837
37,0.4,-0.15,-0.6001806673989822,0.19977553357741135,0.7999562009763935
38,0.35,-0.2,-0.5992719829533915,0.19981415193511204,0.7990861348885036
39,0.3,-0.3,-0.6047746837844281,0.20096102571355062,0.8057357094979787
40,0.3,-0.25,-0.59825311924724,0.19985720580998861,0.7981103250572286
41,0.25,-0.35,-0.6035628881430473,0.20100404326616622,0.8045669314092135
42,0.25,-0.3,-0.5971312485988757,0.19990516840094139,0.7970364169998171
43,0.2,-0.4,-0.6022200181512902,0.20105191876301984,0.8032719369143101
44,0.2,-0.35,-0.5958795454023056,0.1999585544486605,0.7958380998509661
45,0.15,-0.45,-0.6007315781393721,0.20110515016685498,0.801836728306227
46,0.1,-0.5,-0.5990929791284354,0.2011642741428047,0.8002572532712401
47,0.05,-0.6,-0.6030697492715309,0.20223056569297757,0.8053003149645085
48,0.05,-0.55,-0.5972879919661072,0.201229866002343,0.7985178579684502
49,0.0,-0.65,-0.6009450401366271,0.2022968062368962,0.8032418463735232
50,0.0,-0.6,-0.5953008273774767,0.20130253873854384,0.7966033661160206
51,-0.05,-0.75,-0.6038867803714463,0.2032757870445899,0.8071625674160362
52,-0.05,-0.7,-0.5986163762579659,0.2023700765091576,0.8009864527671235
53,-0.1,-0.8,-0.6011775355040736,0.20335050669846916,0.8045280422025427
54,-0.1,-0.75,-0.5960678436550035,0.20245099175238052,0.798518835407384
55,-0.15,-0.9,-0.6029247306270724,0.20425281899138376,0.8071775496184561
56,-0.15,-0.85,-0.5982271398486918,0.20343285437952188,0.8016599942282137
57,-0.2,-1.0,-0.6038159376920159,0.20507386270484754,0.8088898003968634
58,-0.2,-0.95,-0.5995395489636579,0.20433474892446013,0.803874297888118
59,-0.2,-0.9,-0.5950240224971074,0.20352342841248985,0.7985474509095972
60,-0.25,-1.1,-0.6038097995706505,0.20582721920794722,0.8096370187785977
61,-0.25,-1.05,-0.599975392169105,0.20515629519589898,0.805131687365004
62,-0.25,-1.0,-0.5958849227805693,0.2044246416913191,0.8003095644718884
63,-0.3,-1.2,-0.6029075603795342,0.20650736892408508,0.8094149293036192
64,-0.3,-1.15,-0.5994934104985247,0.20590968448548844,0.8054030949840131
65,-0.3,-1.1,-0.5958438443290905,0.20524649347909868,0.8010903378081893
66,-0.35,-1.35,-0.6038755108016204,0.2076123280385912,0.8114878388402116
67,-0.35,-1.3,-0.6011007757969825,0.20712442116753638,0.8082251969645189
68,-0.35,-1.25,-0.5981046855567389,0.20658803058144198,0.8046927161381808
69,-0.4,-1.5,-0.6030175498433821,0.2085072991098269,0.811524848953209
70,-0.4,-1.45,-0.6008135939965853,0.20811882607877466,0.8089324200753599
71,-0.4,-1.4,-0.5984116294248861,0.20768473762950387,0.80609636705439
72,-0.4,-1.35,-0.5958116307493055,0.20720419646620772,0.8030158272155132
73,-0.45,-1.8,-0.6047845502418272,0.20998890716761257,0.8147734574094397
74,-0.45,-1.75,-0.6035024349610931,0.20976129970304572,0.8132637346641388
75,-0.45,-1.7,-0.6020864256182306,0.20950827727650873,0.8115947028947392
76,-0.45,-1.65,-0.600527198962366,0.20922730537460998,0.8097545043369759
77,-0.45,-1.6,-0.5988144430324187,0.20891567014482168,0.8077301131772404
78,-0.45,-1.55,-0.5969367537377632,0.20857048392299754,0.8055072376607608
79,-0.5,-2.0,-0.6007253925706642,0.21056160160191859,0.8112869941725828
80,-0.5,-1.95,-0.5998501952642625,0.21040286404618097,0.8102530593104434
81,-0.5,-1.9,-0.5988842828047412,0.2102259139055633,0.8091101967103045
82,-0.5,-1.85,-0.5978080660185476,0.21002881315261562,0.8078368791711633
83,-0.5,-1.8,-0.596625844101414,0.20980624545529236,0.8064320895567063
84,-0.5,-1.75,-0.5953199338620867,0.20955824251584362,0.8048781763779304
