,W_n1,W_n2,X1-X2,X1,X2
43,0.65,0.85,-0.6032059818860782,0.16134538648422714,0.7645513683703054
44,0.65,0.9,-0.5969705175728073,0.15674967026844544,0.7537201878412527
45,0.6,0.8,-0.6029742859488055,0.16144311523656193,0.7644174011853675
46,0.6,0.85,-0.5967447616299134,0.15685370385141081,0.7535984654813243
47,0.55,0.75,-0.6027146083092734,0.16155246196679734,0.7642670702760708
48,0.55,0.8,-0.5964917661506802,0.15697010502970044,0.7534618711803807
49,0.5,0.7,-0.6024236076040748,0.16167476715607032,0.7640983747601451
50,0.5,0.75,-0.5962082845497167,0.15710030089348834,0.7533085854432051
51,0.45,0.65,-0.6020990542702969,0.16181151579421799,0.7639105700645148
52,0.45,0.7,-0.5958906931510384,0.15724587244594238,0.7531365655969807
53,0.4,0.6,-0.6017372857892095,0.1619643504386512,0.7637016362278607
54,0.4,0.65,-0.595534949747752,0.1574085685446242,0.7529435182923762
55,0.35,0.55,-0.6013367575794542,0.1621304049541878,0.7634671625336419
56,0.35,0.6,-0.5951365481502597,0.1575903204432211,0.7527268685934808
57,0.3,0.5,-0.6008895846587281,0.1623144371178084,0.7632040217765366
58,0.25,0.45,-0.6003888971084534,0.16251980566000435,0.7629087027684578
59,0.2,0.4,-0.5998284227371533,0.16274884027876668,0.76257726301592
60,0.15,0.35,-0.5992011853124759,0.16300409024420165,0.7622052755566775
61,0.1,0.25,-0.6045956170096471,0.16750743699376883,0.772103054003416
62,0.1,0.3,-0.59850290647822,0.1632883367634107,0.7617912432416307
63,0.05,0.2,-0.6037991558392288,0.1678025876279306,0.7716017434671594
64,0.05,0.25,-0.5977256855597887,0.16360460395598528,0.761330289515774
65,0.0,0.15,-0.6029149926752365,0.1681259851445928,0.7710409778198293
66,0.0,0.2,-0.5968567079055335,0.1639561678028912,0.7608128757084247
67,-0.05,0.1,-0.6019343108051447,0.1684772494172648,0.7704115602224095
68,-0.05,0.15,-0.5958975933202109,0.16433447416576613,0.760232067485977
69,-0.1,0.05,-0.6008430562156574,0.16886682968304745,0.7697098858987048
70,-0.15,0.0,-0.5996314224161907,0.16929835517589986,0.7689297775920906
71,-0.2,-0.1,-0.6041329162300698,0.17359151729473807,0.7777244335248079
72,-0.2,-0.05,-0.5982783740708355,0.16977567429353196,0.7680540483643674
73,-0.25,-0.15,-0.6025988160697378,0.17407646537762336,0.7766752814473611
74,-0.25,-0.1,-0.5967940332821619,0.17029194167817205,0.7670859749603339
75,-0.3,-0.2,-0.6009113620113675,0.17459439665034623,0.7755057586617138
76,-0.3,-0.15,-0.5951477998715633,0.1708522911910231,0.7660000910625864
77,-0.35,-0.3,-0.6046242720584363,0.17863645508865805,0.7832607271470943
78,-0.35,-0.25,-0.5990409378628483,0.17516423872435,0.7742051765871983
79,-0.4,-0.35,-0.6024961905094076,0.17921011329444345,0.7817063038038511
80,-0.4,-0.3,-0.596975375175298,0.17578992088552897,0.772765296060827
81,-0.45,-0.4,-0.6001464680769656,0.1798382535167963,0.7799847215937619
82,-0.5,-0.5,-0.6027853472527674,0.18361065076890437,0.7863959980216718
83,-0.5,-0.45,-0.5975787221098827,0.1805042928245753,0.7780830149344581
84,-0.55,-0.6,-0.6048058664573586,0.18711078609745357,0.7919166525548121
85,-0.55,-0.55,-0.5998683251217714,0.18427796106369915,0.7841462861854706
86,-0.6,-0.65,-0.6015076374163867,0.18777374905329103,0.7892813864696777
87,-0.6,-0.6,-0.5966861607582018,0.18498560287201327,0.7816717636302151
88,-0.65,-0.75,-0.6024271563115617,0.1909887601071482,0.7934159164187099
89,-0.65,-0.7,-0.5979150540535108,0.18847041059714084,0.7863854646506516
90,-0.7,-0.85,-0.6025436037702937,0.19395152710322816,0.7964951308735219
91,-0.7,-0.8,-0.5983803484921223,0.19167616762233952,0.7900565161144618
92,-0.75,-0.95,-0.6018399966334017,0.19663490609206447,0.7984749027254662
93,-0.75,-0.9,-0.5980348401556896,0.19460344504288551,0.7926382851985752
94,-0.8,-1.1,-0.6034496630353463,0.20073777892927291,0.8041874419646192
95,-0.8,-1.05,-0.6002539940892287,0.1990736887105551,0.7993276827997838
96,-0.8,-1.0,-0.596813817164163,0.19726784951136614,0.7940816666755292
97,-0.85,-1.25,-0.6031010245030661,0.20420356657138,0.8073045910744462
98,-0.85,-1.2,-0.6005453307299524,0.20280051895550727,0.8033458496854597
99,-0.85,-1.15,-0.5977464769950896,0.20129571080147582,0.7990421877965654
100,-0.9,-1.5,-0.6043287338608103,0.20918252603676757,0.8135112598975779
101,-0.9,-1.45,-0.6026945450088973,0.20820227269150962,0.8108968177004069
102,-0.9,-1.4,-0.6008863171089243,0.2071295890361941,0.8080159061451183
103,-0.9,-1.35,-0.598892010124838,0.20596873089225257,0.8048607410170905
104,-0.9,-1.3,-0.5966964816918496,0.20470520444718118,0.8014016861390308
105,-0.95,-1.95,-0.6048444767348378,0.21462224746290487,0.8194667241977426
106,-0.95,-1.9,-0.6041971444507424,0.21418858891270492,0.8183857333634473
107,-0.95,-1.85,-0.6034778283654108,0.21370550311766026,0.817183331483071
108,-0.95,-1.8,-0.6026716937967145,0.21316973968784608,0.8158414334845605
109,-0.95,-1.75,-0.6017735767189456,0.21257959536983365,0.8143531720887792
110,-0.95,-1.7,-0.6007705805281967,0.21192999208190794,0.8127005726101045
111,-0.95,-1.65,-0.5996574644519403,0.21120940949174916,0.8108668739436895
112,-0.95,-1.6,-0.5984150271354574,0.21042103703750487,0.8088360641729623
113,-0.95,-1.55,-0.5970353255231271,0.20955520805210867,0.8065905335752358
114,-0.95,-1.5,-0.5955035320209999,0.20860740990936052,0.8041109419303605
115,-1.0,-2.0,-0.5966047347167739,0.21479491184233532,0.8113996465591092
116,-1.0,-1.95,-0.596002183805677,0.21437975986785024,0.8103819436735273
117,-1.0,-1.9,-0.5953303480728362,0.21391954086121376,0.80924988893405
